image_id,username,image_url,created_at,prompt,negative_prompt
8815023,Koolchh,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/ef88b93a-3bf8-4509-9856-7c9c47537499/original=true/ef88b93a-3bf8-4509-9856-7c9c47537499.jpeg,2024-03-31T18:38:34.954Z,"2boys, male focus, multiple boys, muscular male, muscular, nipples, abs, navel, topless male, sunglasses, looking at viewer, looking at another, smile, eyewear on head, male swimwear, swim briefs, swim trunks, beachball, partially submerged, wet, short hair, black hair, red hair, brown eyes, sky, cloud, ocean, day, outdoors, best quality, amazing quality, best aesthetic, absurdres, year 2023","lowres, bad, text, error, missing, extra, fewer, cropped, jpeg artifacts, worst quality, bad quality, watermark, bad aesthetic, unfinished, chromatic aberration, scan, scan artifacts"
8817011,Koolchh,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/aaf3ed1d-7319-4d61-8af8-4ce3b95c8975/original=true/aaf3ed1d-7319-4d61-8af8-4ce3b95c8975.jpeg,2024-03-31T18:38:34.954Z,"1boy, male focus, vane \(granblue fantasy\), granblue fantasy, lying, on bed, bed, pillow, shirt, solo, looking at viewer, annoyed, open mouth, best quality, amazing quality, best aesthetic, absurdres","lowres, bad, text, error, missing, extra, fewer, cropped, jpeg artifacts, worst quality, bad quality, watermark, bad aesthetic, unfinished, chromatic aberration, scan, scan artifacts"
8897025,Koolchh,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/53483212-f400-490d-95cc-0d92cdbe0dcb/original=true/53483212-f400-490d-95cc-0d92cdbe0dcb.jpeg,2024-03-31T18:38:34.954Z,"1boy, male focus, outdoors, shorts, black hair, short hair, looking at viewer, blue eyes, tight clothing, day, tank top, tree, nature, parted lips, blue shorts, forest, camping, pectorals, muscular male, freckles, sweat, sunlight, best quality, amazing quality, best aesthetic, absurdres","lowres, bad, text, error, missing, extra, fewer, cropped, jpeg artifacts, worst quality, bad quality, watermark, bad aesthetic, unfinished, chromatic aberration, scan, scan artifacts"
8904486,Koolchh,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/40f62c04-1d6b-4f7e-bce1-474d736a97e4/original=true/40f62c04-1d6b-4f7e-bce1-474d736a97e4.jpeg,2024-03-31T18:38:34.954Z,"1boy, male focus, sky, star (sky), night, pointing up, night sky, hood down, starry sky, hood, blue theme, outdoors, long sleeves, shooting star, hoodie, short hair, jacket, scenery, cloud, from behind, blue eyes, best quality, amazing quality, best aesthetic, absurdres","lowres, bad, text, error, missing, extra, fewer, cropped, jpeg artifacts, worst quality, bad quality, watermark, bad aesthetic, unfinished, chromatic aberration, scan, scan artifacts"
48323059,DeamonD,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/7fc06791-a490-4172-8cfe-ca867b509e81/original=true/7fc06791-a490-4172-8cfe-ca867b509e81.jpeg,2024-12-29T14:21:38.652Z,"score_9, score_8_up, score_7_up, rating_explict, source_cartoon, penis chart, penis focus, simple background,
BREAK <lora:Flynn_Rider_-_Tangled_PonyXL:0.7> flynn rider, 1boy, solo, smirk, male focus, bara, short hair, facial hair, stubble, goatee, hairy, brown eyes, mature male, tall_man, strong_body, top, pectorals, abs, manly, hairy man, hairy chest, muscular, thick thigh, muscular thigh, muscular butt, completly nude, naked, shirtless male, male public hair, erection, hard cock, Veiny, Dick, thick cock, long foreskin, big testicles, saggy balls, testicle clench, excess testicle skin, precum, (throbbing, tense, trembling), wolfconf, raccoon21, motion lines, expressiveh, <lora:Expressive_H:0.7> <lora:add-detail-xl:1><lora:Penis_Mania_-_Huge_Cock_-_Big_Penis_-_Thick_Polla:0.2> <lora:Giant_Veiny_Dicks:0.4> <lora:mentaiko_dn:0.4> <lora:Silverjow-Pony-XL-v6:0.4> <lora:PerfectEyesXL:0.6> <lora:linkatto:0.4> <lora:WolfConF:0.6> <lora:fumiosf01:0.4><lora:Suyohara-Pony-XL-v6:0.4> <lora:Penis Size_alpha1.0_rank4_noxattn_last_435112:0> <lora:muscular_356902:1.2> <lora:Raccoon21_Style_PonySDXL:0.4><lora:Rycanthropy_v2:0.2> <lora:Concept_Testicle_clench_with_excess_skin:0.2>","easynegative, score_6_up, score_5_up, score_4_up, text, watermark, low-quality, signature, moiré pattern, downsampling, aliasing, distorted, blurry, blur, jpeg artifacts, compression artifacts, poorly drawn, low-resolution, bad, bad eyes, worst face, distortion, twisted, exaggerated pose, exaggerated limbs, bad hands, grainy, symmetrical, duplicate, error, pattern, beginner, pixelated, fake, hyper, glitch, high-contrast, bad-contrast, Use writing, speech bubbles, text, symbols,"
8909794,Koolchh,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/2f0d62f0-3f00-4828-81cd-7ec9e390ecb2/original=true/2f0d62f0-3f00-4828-81cd-7ec9e390ecb2.jpeg,2024-03-31T18:56:59.057Z,"1boy, male focus, short hair, blue hair, blue eyes, graphic t-shirt, punk t-shirt, digital illustration, cyan and black, looking at viewer,  busy city street, belt, black pants, atmospheric lighting, midriff peek, night, blurry, best quality, amazing quality, best aesthetic, absurdres","lowres, bad, text, error, missing, extra, fewer, cropped, jpeg artifacts, worst quality, bad quality, watermark, bad aesthetic, unfinished, chromatic aberration, scan, scan artifacts"
8816243,Koolchh,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/c317176a-9875-4c3d-978a-a866eb5e67d2/original=true/c317176a-9875-4c3d-978a-a866eb5e67d2.jpeg,2024-03-31T18:38:34.954Z,"1boy, male focus, dark-skinned male, dark skin, squatting, heart hands, bara, wooden floor, floor, indoors, gym uniform, sneakers, shoes, solo, looking at viewer, frown, sweatdrop, very short hair, best quality, amazing quality, best aesthetic, absurdres, year 2023","lowres, bad, text, error, missing, extra, fewer, cropped, jpeg artifacts, worst quality, bad quality, watermark, bad aesthetic, unfinished, chromatic aberration, scan, scan artifacts"
8835733,Koolchh,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/61f3bc7e-ddc9-4a7e-a901-4f1e76069ef1/original=true/61f3bc7e-ddc9-4a7e-a901-4f1e76069ef1.jpeg,2024-03-31T18:38:34.954Z,"1boy, male focus, sitting, holding cat, holding, cat, holding animal, animal, shirt, pants, best quality, amazing quality, best aesthetic, absurdres","lowres, bad, text, error, missing, extra, fewer, cropped, jpeg artifacts, worst quality, bad quality, watermark, bad aesthetic, unfinished, chromatic aberration, scan, scan artifacts"
23023693,isforbr4t,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/d7431b06-c5da-43d9-88e1-838f76bba4e3/original=true/d7431b06-c5da-43d9-88e1-838f76bba4e3.jpeg,2024-08-06T12:04:09.974Z,"1boy, solo, (bif, baf:1.1), (vgo:1.4), bara, muscular male,  crotch focus, (from below, povsit, close-up, foreshortening:1.2),
topless male, eyewear on head, sunglasses on head, standing, ass, anal, perineum, fundoshi, wet fundoshi, bulge, erection, erection under clothes, dickprint, precum, precum through clothes,
blue hair, short hair, sideburns,hair slicked back, grey eyes, teardrop, thick eyebrows, tan, tanlines, black pubic hair, facial hair, beard, full beard, :t, blush, ear blush,nose blush, orgasm, saliva, drooling,  sweat, very sweaty, spoken heart,  heavy breathing, thick body, glistening skin,
outdoors, beach, sky, Espressiveh,
best quality, amazing quality, best aesthetic, absurdres, slightly nsfw, year 2023,
<lora:sn0w:0.5> <lora:hiroki01:0.3> <lora:Sakuramaru_style_v2.0:0.8> <lora:sitpov:1> <lora:dickprint:0.75> <lora:Expressive_H:1> <lora:shinyskin2:1.75>","lowres, bad, text, error, missing, extra, fewer, cropped, jpeg artifacts, worst quality, bad quality, watermark, bad aesthetic, unfinished, chromatic aberration, scan, scan artifacts, signature"
100396420,PYBY_the_Fox,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/6e2c0212-daa3-4655-b8eb-c6abb383cc6c/original=true/6e2c0212-daa3-4655-b8eb-c6abb383cc6c.jpeg,2025-12-11T02:10:00.000Z,"score_9, score_8_up, score_7_up, score_6_up, score_5_up, score_4_up, pony 5g, photo, Sprig Plantar frog sits and fishes, big lizards, anthro realistic pony the dragon is small boy, standing, cute, adorable, very aesthetic, furry, Pony G5, outdoor village, they meet downtown, pizza, Miles 'Tails' Prower, klonoa, Winnie Werewolf, Pony, Sonic, Sega, fantastic free action, creativity, fantastic, mythical, magical, magic, dynamic, wonderful, peaceful, Anne Boonchuy, ots of fairy tale animals and characters, the little boy Spike and the adorable Smolder standing next to him. Add cute, aesthetically pleasing characters like Miles ‘Tails’ Prower, Klonoa, Winnie Werewolf, and other fabulous creatures from the Sonic, Sega, and Furry universes, Growing pitzza in a flower pot is the magic of divided sprouts, Магия снежного мира, ice magic,","score_6, score_5, score_4, ugly face, low res, blurry face, black and white, muscular female , frilled dress, pink dress, frills, bow, dress, not correct body geometry, half body, JPG (JPEG) compression, TIFF compression, dull colors, not clear edges of objects,"
15073927,Luke023,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/0de65566-59a1-47a7-bfeb-59ba0035c1af/original=true/0de65566-59a1-47a7-bfeb-59ba0035c1af.jpeg,2025-04-25T21:37:32.724Z,"1boy, bara, solo, pectorals, topless_male, red swim thong, lying on see-through innertube, perineum, from below, lifeguard, looking at you, sunglasses eyewear_on_head, smug, tongue out, sharp_teeth, saliva, (belly:0.8), cowboy_shot, sweat, shiny_skin, partially_immersed, ocean, caustics, rubber_duck, reflection, gradient_background, (score_9, score_8_up), score_7_up, score_6_up, score_5_up, score_4_up",
13127237,RaidenFan86,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/752e17ee-1ebf-4a22-9d91-f7a399fd10b6/original=true/752e17ee-1ebf-4a22-9d91-f7a399fd10b6.jpeg,2024-05-21T07:14:28.429Z,"2boys, male focus, multiple boys,
itadori yuuji, jujutsu kaisen,
((zPDXL)), score_9_up, score_8_up, score_7_up, score_6_up, score_5_up, score_4_up, best quality, amazing quality, best aesthetic, absurdres, year2023, nsfw, game cg, official art, official style, anime screencap,
disneyland, hoodie, v, smile, <lora:PhoneExposurePDXL:1.2> phone, screen, phone exposure, phone pov, anal penetration, anal sex, penis, testicles, missionary,","((aidxlv05_neg,  zPDXL-neg)), 1girl, breasts, female, lowres, bad, text, error, missing, extra, fewer, cropped, jpeg artifacts, worst quality, bad quality, watermark, bad aesthetic, unfinished, chromatic aberration, censored, bad proportions, scan, scan artifacts,  twins, same person, ((simple background)), POV, artist name, copyright name,"
18348814,khalilmartizano,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/626107e5-1dbb-47ef-99b1-0cc09535b02a/original=true/626107e5-1dbb-47ef-99b1-0cc09535b02a.jpeg,2024-07-04T02:11:49.539Z,"score_9, score_8_up, score_7_up, zPDXL2, rating_explicit, source_anime, nsfw, uncensored, 
perfect lighting, raw photo, cinematic LUT, 
1boy, solo, latino male, boy focus, 20yo, cute face, year 2023, <lora:Expressive_H:1> Expressiveh, 
trainers, sneakers, crew cut, buzzed hair, side hair fade, (short hair:1.2), brown eyes, 
athletic build, toned body, slender body, perfect male anatomy, blue skinny jeans, sports gear, ((backwards cap)), gold chain, thug, lad, cocky, arrogant, boastful, hiphop, topless, hard pink nipples, pectorals, <lora:shinyskin2:3> glistening skin, 
<lora:EPdab:1.05> EPdabbing, outstretched arm, covered face, closed eyes, squatting, 
<lora:Starlight_Bromance:0.8> st3rl5ghtbr9m2nce, streetlight, at night, 
cinematic photo, best quality, amazing quality, best aesthetic, absurdres, <lora:xl_more_art-full_v1:0.3>, <lora:OverallDetailXL:0.8> OverallDetailXL, <lora:aesthetic_anime_v1s:0.3>","score_4, score_5, score_6, zPDXL2-neg, lowres, bad, text, error, missing, extra, fewer, cropped, jpeg artifacts, worst quality, bad quality, watermark, bad aesthetic, unfinished, chromatic aberration, scan, scan artifact, female, woman, girl, feminine, vagina, clitoris, breasts, female focus, (((muscular, macho)))"
40954171,BigMen,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/4c63c84a-e222-4124-ba2e-ffc11e4ffc74/original=true/4c63c84a-e222-4124-ba2e-ffc11e4ffc74.jpeg,2024-11-19T13:43:38.194Z,"low-angle view, score_9, score_8_up, score_7_up, rating_explicit,BREAK, bara, male focus,old man,sweat,mature male,dark-skinned,iskandar fate zero,red hair, muscular body, scars on body, big body,big pectorals,pectorals,big nipples,big thighs,thighs,beard, stubble,ahegao, tongue tangling,eye crossed,uncensored,blush,nude,full body, naked, <lora:HentaiOrcs_SDXL:0.4> orc with black hair, iskandar while penetrated by a green man orc with black hair, peeing while erect, huge cock, saggy balls, big cock, thick cock, veiny cock, orc fucking iskandar, anal sex, anal penetration,missionary position,missionary,hyper gigantic ass, huge butt, sweaty body, heavy sweating, Spread legs wide, Wide open anus, anal pulling, anal prolapse, hyper penis, gigantic anal, lake background, Violent orgasm, on the verge of fainting, hardcore anal sex, anal sex, Rough sex, rough sex, size difference, gasping for breath, motion lines, trembling,castle background, <lora:Konohanaya_Style_LoRa__PonyXL:0.65>, <lora:Anime Summer Days Style SDXL_LoRA_Pony Diffusion V6 XL:0.48>","score_4, score_5, score_6, deformed, female, girl, vibrant, saturated, abstract, shota, furry, source_pony, deformed,boring background, plain background,text, (worst quality, low quality:1.3), (1girl),(girl),(woman),(female),aidxlv05_neg, negativeXL_D,weibo logo, weibo username, weibo id,patreon logo, patreon username, patreon reward,veins,veiny belly,flat color, iskandar with orc teeth, elf ears, womp tattoo, winter"
25810472,gtgiygus,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/74896f65-e21e-48a8-9386-b154f061c2a2/original=true/74896f65-e21e-48a8-9386-b154f061c2a2.jpeg,2024-08-24T00:06:00.000Z,"score_9,score_8_up,score_7_up,score_6_up,score_5_up, rating explicit, 1boy,solo, 19 years old, male focus, giorno giovanna, jojo no kimyou na bouken, blond hair, blue eyes, twink, petite, thin body, highly detailed nipple, topless, jockstrap, highly detailed eyes, flexing bicep, armpit hair, small erection, testicles, pubic hair, precum dripping, precum, seductive, confident, glowing,neon, light, fog, dark, g0thicPXL,amazing quality,best aesthetic<lora:xl_more_art-full_v1:0.5>,<lora:g0th1cPXL:0.8>,<lora:add-detail-xl:1>","fat, heavy, hefty, muscular, text,lowres,bad,text,error,censored,bar censor,worst quality,bad quality,watermark,bad aesthetic,simple background"
36033110,Benbvn,https://image.civitai.com/xG1nkqKTMzGDvpLrqFT7WA/a5f5e88e-02b3-4bf9-806e-bfd32c88d46c/original=true/a5f5e88e-02b3-4bf9-806e-bfd32c88d46c.jpeg,2024-10-22T23:48:01.323Z,"twitching penis,trembling,dark-skinned male,bara,male focus,only 1 boy,steaming body,sweat,1 man,masculine,muscular male,large pectorals,puffy nipples,nipples,nipples spray,snot,drooling,lewd pose,male lactation,huge lactation,solo,very short hair,spiked hair,gleamy chest tattoo,thick arms,thick thighs,abs,biceps,arm tattoo,penis tattoo,stomach tattoo,pubic hair,rating explicit,human,(huge penis:1.2),thick penis,long penis,huge balls,massive penis,manly,mature,huge cumshot,powerful cumshot,projectile cumshot,huge nipples,massive nipples,cum shower,excessive cum,cum on body,cum on pecs,cum on abs,cum on legs,cum on face,cum on everywhere,grainy,detailed cum,glistening cum,realistic cum,navel hair,testicles,veiny penis,collar,huge breeding,(white socks:1.1),name tag,armpit hair,sexy,uncontrollable cum,cum drip,cum on floor,kneeling,posing,showing off,sweaty,full face blush,mouth open,teeth,annoyed,angry,handsome wataru,(<lora:add-detail-xl:0.7>),(<lora:Raccoon21_Style_PonySDXL:0.6>),(<lora:linkatto:0.3>),(<lora:Ahegao_Pony_Lora:0.3>),(<lora:Giant_Veiny_Dicks:0.4>),(black blindfold:1.2),(<lora:Penis Size_alpha1.0_rank4_noxattn_last:0.7>),(<lora:Expressive_H:0.3>),<lora:Penis_Plus_-_cockring_piercing_pump_veins:0.4>,(<lora:AIDudes-CaioMerge5:0.3>),metal collar,shackles,harness,handcuffs,clothing cutout,(chest harness:1.1),chained,bound wrists,bound arms,bound legs,bound ankles,bound,animal collar,see-through,<lora:Penis Thickness Slider_alpha1.0_rank4_noxattn_last:0.4>,(<lora:Pectoral-Focus-v2-Pony-XL-v6:0.6>),(<lora:DetailedStyle:0.4>),(harness:1.1),(<lora:mentaiko_dn:0.6>),detailed penis,detailed hands,(<lora:detailed_hands:0.4>),heavy breathing,lewdkuma,lewd mark,lewd crest,erotic mark,lust \(fma\),lust mark,(glowing pubic tattoo:1.1),, masterpiece, best quality,","lowres,bad anatomy,bad hands,text,error,missing fingers,extra digit,fewer digits,cropped,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,username,blurry,poorly drawn face,mutation,mutated,extra limb,stacked torsos,totem pole,ubbp,updn,multiple nipples,multiple limbs,multiple heads,mutated head,extra arm,pussy,clitoris,vagina,words,exta penis,woman,girl,fcNeg,uniform skin tone,2 penis,ugly eyes,ugly penis,ugly face,ugly mouth,conjoined penis,chest hair,ugly fingers,ugly hands,hands behind back,mustache,goatee,arms behind back,arms and hands behind head,keep down,crouch,squat,hunker,kneeling,2 men,4 hands,4 legs,long face,ugly man,ugly face,lowres,bad anatomy,bad hands,text,error,missing fingers,extra digit,fewer digits,cropped,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,username,blurry,2penis,ugly penis,bad penis,bad eyes,owres,bad anatomy,bad hands,text,error,missing fingers,extra digit,fewer digits,cropped,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,username,blurry,2boys,2body,bad arms,a man behind a man,bad legs,multiple others,sex from behind,, lowres, bad anatomy, bad hands, text, error, missing fingers, extra digit, fewer digits, cropped, worst quality, low quality, normal quality, jpeg artifacts, signature, watermark, username, blurry, poorly drawn face,mutation,mutated,extra limb,stacked torsos,totem pole,ubbp,updn,multiple nipples,multiple limbs,multiple heads,mutated head,extra arm,pussy,clitoris,vagina,words,exta penis,woman,girl,fcNeg,uniform skin tone,2 penis,ugly eyes,ugly penis,ugly face,ugly mouth,conjoined penis,chest hair,ugly fingers,ugly hands,hands behind back,mustache,goatee,arms behind back,arms and hands behind head,keep down,crouch,squat,hunker,kneeling,2 men,4 hands,4 legs,long face,ugly man,ugly face,lowres,bad anatomy,bad hands,text,error,missing fingers,extra digit,fewer digits,cropped,worst quality,low quality,normal quality,jpeg artifacts,signature,watermark,username,blurry,"
